#	Isochrone	Z = 0.01900		Age = 	6.310e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.85	0.15000001	0.1500	-2.5110	3.5183	5.1444	11.048	15.683	14.473	12.911	11.814	10.556	9.187	8.488	8.226	-9.59274740
	7.85	0.20000000	0.2000	-2.2372	3.5399	5.0818	10.363	14.681	13.499	11.998	10.962	9.816	8.600	7.875	7.672	-6.50542581
	7.85	0.25000000	0.2500	-2.0499	3.5514	5.0375	9.895	14.014	12.833	11.367	10.372	9.301	8.192	7.437	7.235	-4.81334753
	7.85	0.30000001	0.3000	-1.9013	3.5605	5.0045	9.523	13.479	12.291	10.852	9.891	8.885	7.868	7.081	6.869	-3.76315853
	7.85	0.34999999	0.3500	-1.7728	3.5691	4.9773	9.202	13.025	11.824	10.404	9.469	8.518	7.582	6.762	6.538	-3.05614800
	7.85	0.40000001	0.4000	-1.6329	3.5769	4.9265	8.852	12.560	11.369	9.967	9.055	8.154	7.256	6.431	6.208	-2.55202682
	7.85	0.44999999	0.4500	-1.5094	3.5859	4.8903	8.544	12.124	10.988	9.612	8.726	7.883	6.961	6.182	5.979	-2.17685426
	7.85	0.50000000	0.5000	-1.3904	3.5962	4.8582	8.246	11.685	10.610	9.262	8.407	7.631	6.679	5.952	5.770	-1.88823797
	7.85	0.60000002	0.6000	-1.1374	3.6201	4.7799	7.613	10.720	9.716	8.457	7.663	6.996	6.096	5.383	5.261	-1.47625717
	7.85	0.69999999	0.7000	-0.8785	3.6483	4.7008	6.966	9.605	8.719	7.586	6.883	6.309	5.516	4.843	4.768	-1.19890256
	7.85	0.80000001	0.8000	-0.6148	3.6813	4.6272	6.307	8.363	7.683	6.694	6.114	5.615	4.942	4.377	4.315	-1.00113983
	7.85	0.89999998	0.9000	-0.3717	3.7182	4.5828	5.699	7.179	6.743	5.899	5.423	5.009	4.463	4.018	3.967	-0.85396262
	7.85	0.96081734	0.9608	-0.2362	3.7370	4.5509	5.360	6.574	6.269	5.500	5.072	4.687	4.199	3.809	3.767	-0.78180980
